gene,n_grid,n_pathogenic_grid,n_benign_grid,protein_length,ESM-2 150M AUROC,ESM-2 650M AUROC,ESM-1b 650M AUROC,CaLM AUROC,ESM-2 150M + 650M AUROC,ESM-2 150M + 650M weight_second,ESM-2 650M + ESM-1b 650M AUROC,ESM-2 650M + ESM-1b 650M weight_second,ESM-2 650M + CaLM AUROC,ESM-2 650M + CaLM weight_second,ESM-2 150M + CaLM AUROC,ESM-2 150M + CaLM weight_second,ESM-1b 650M + CaLM AUROC,ESM-1b 650M + CaLM weight_second,650M_minus_150M,150M650M_minus_650M,650M1b_minus_650M,650MCaLM_minus_650M,1bCaLM_minus_1b,650MCaLM_minus_150M650M,650MCaLM_minus_650M1b,codon_dependency_index,delta_delta_auroc,independent_calm_minus_650m,inverse_variance_weight,n_bayes,n_pathogenic_bayes,n_benign_bayes,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals,esm2_calm_weight_bayes_minus_grid,cross_modal_gain_bayes_minus_grid,cross_modal_advantage_bayes_minus_grid
AVPR2,47,26,21,371,0.9652014652014652,0.9835164835164836,0.9963369963369962,0.9963369963369964,0.9908424908424908,0.56,1.0,0.54,1.0,0.39,0.9963369963369964,0.77,1.0,0.2,0.0183150183150183,0.0073260073260073,0.0164835164835165,0.0164835164835165,0.0036630036630037,0.0091575091575092,0.0,0.39,0.0091575091575092,0.0128205128205128,11.617021276595745,47,26,21,bayes,0.5,1.0,0.683,0.9908424908424908,0.296,1.0,0.9835164835164835,0.9963369963369962,0.9963369963369964,0.016483516483516536,0.009157509157509236,0.016483516483516536,0.003663003663003761,0.012820512820512886,1.1102230246251565e-16,90,0.10999999999999999,3.469446951953614e-17,3.642919299551295e-17
BAG3,15,5,10,575,0.74,0.8400000000000001,0.98,0.72,0.8400000000000001,0.99,1.0,0.41,0.9,0.51,0.78,0.35,1.0,0.02,0.1,0.0,0.1599999999999999,0.0599999999999999,0.02,0.0599999999999999,-0.0999999999999999,0.51,0.0599999999999999,-0.1200000000000001,3.333333333333333,15,5,10,bayes,0.521,0.9,1.0,0.8400000000000001,0.5,1.0,0.8400000000000001,0.98,0.72,0.05999999999999994,0.05999999999999994,0.05999999999999994,0.020000000000000018,-0.1200000000000001,-0.26,90,0.01100000000000001,4.163336342344337e-17,4.163336342344337e-17
BAP1,15,10,5,729,0.98,0.96,0.94,0.96,0.98,0.0,0.96,0.75,0.96,0.0,0.98,0.0,0.96,0.37,-0.0200000000000001,0.0200000000000001,1.1102230246251563e-16,0.0,0.0199999999999999,-0.0200000000000001,-1.1102230246251563e-16,0.0,-0.0200000000000001,0.0,3.333333333333333,15,10,5,bayes,0.0,0.96,0.0,0.9800000000000001,1.0,0.96,0.96,0.9400000000000001,0.96,0.0,-0.02000000000000013,0.0,0.019999999999999907,0.0,0.019999999999999907,90,0.0,0.0,-2.7755575615628914e-17
BBS12,13,6,7,710,1.0,1.0,1.0,0.9761904761904764,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0238095238095237,3.230769230769231,13,6,7,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9761904761904763,0.0,0.0,0.0,0.0,-0.023809523809523725,-0.023809523809523725,90,0.0,0.0,0.0
BCKDHA,33,27,6,445,0.9814814814814816,0.9876543209876544,0.925925925925926,0.9012345679012346,1.0,0.33,0.9876543209876544,0.0,0.9876543209876544,0.0,0.9938271604938272,0.19,0.9506172839506172,0.3,0.0061728395061728,0.0123456790123456,0.0,0.0,0.0246913580246913,-0.0123456790123456,0.0,0.0,-0.0123456790123456,-0.0864197530864198,4.909090909090909,33,27,6,bayes,0.0,0.9876543209876544,0.5,1.0,0.308,0.9506172839506173,0.9876543209876544,0.9259259259259259,0.9012345679012346,0.0,-0.012345679012345623,0.0,0.024691358024691357,-0.0864197530864198,-0.024691358024691357,90,0.0,0.0,-2.2551405187698492e-17
BCL11A,19,11,8,835,0.7613636363636362,0.8068181818181819,0.8409090909090908,0.7727272727272727,0.8068181818181819,0.64,0.8409090909090908,0.97,0.8068181818181819,0.0,0.7727272727272727,0.02,0.8409090909090908,0.0,0.0454545454545456,0.0,0.0340909090909089,0.0,0.0,0.0,-0.0340909090909089,0.0,0.0,-0.0340909090909091,4.631578947368421,19,11,8,bayes,0.0,0.8068181818181819,1.0,0.8068181818181819,0.0,0.8409090909090908,0.8068181818181819,0.8409090909090908,0.7727272727272727,0.0,0.0,0.0,0.0,-0.03409090909090917,-0.06818181818181812,90,0.0,0.0,0.0
BICD2,99,23,76,855,0.568649885583524,0.9588100686498856,0.9759725400457664,0.5823798627002288,0.9588100686498856,1.0,0.9799771167048056,0.68,0.9588100686498856,0.0,0.5886727688787186,0.46,0.9759725400457664,0.0,0.3901601830663616,0.0,0.0211670480549198,0.0,0.0,0.0,-0.0211670480549198,0.0,0.0,-0.3764302059496568,17.656565656565657,99,23,76,bayes,0.0,0.9588100686498856,1.0,0.9588100686498856,0.0,0.9759725400457665,0.9588100686498856,0.9759725400457665,0.5823798627002288,0.0,0.0,0.0,0.0,-0.3764302059496568,-0.3935926773455377,90,0.0,0.0,0.0
BMPR1B,25,5,20,502,0.6,0.99,0.95,0.7999999999999999,1.0,0.89,0.99,0.0,1.0,0.01,0.82,0.81,0.96,0.22,0.39,0.01,0.0,0.01,0.0099999999999998,0.0,0.01,0.01,0.0,-0.19,4.0,25,5,20,bayes,0.147,1.0,0.92,1.0,0.269,0.96,0.99,0.9500000000000001,0.7999999999999999,0.010000000000000009,0.0,0.010000000000000009,0.009999999999999898,-0.19000000000000006,-0.15000000000000013,90,0.13699999999999998,8.673617379884035e-18,0.0
BRAF,79,70,9,766,0.8857142857142858,0.9714285714285714,0.9492063492063492,0.8015873015873016,0.9714285714285714,0.81,0.9857142857142858,0.36,0.9714285714285714,0.0,0.8952380952380953,0.43,0.961904761904762,0.29,0.0857142857142856,0.0,0.0142857142857143,0.0,0.0126984126984127,0.0,-0.0142857142857143,0.0,0.0,-0.1698412698412698,7.974683544303797,79,70,9,bayes,0.0,0.9714285714285714,1.0,0.9714285714285714,0.34900000000000003,0.9619047619047619,0.9714285714285714,0.9492063492063492,0.8015873015873016,0.0,0.0,0.0,0.012698412698412764,-0.1698412698412698,-0.14761904761904754,90,0.0,0.0,0.0
BRAT1,21,5,16,821,0.925,0.975,0.9375,0.8625,0.975,0.38,1.0,0.35,0.9875,0.35,0.9625,0.36,0.95,0.03,0.0499999999999999,0.0,0.025,0.0125,0.0124999999999999,0.0125,-0.0124999999999999,0.35,0.0125,-0.1124999999999999,3.809523809523809,21,5,16,bayes,0.34500000000000003,0.9875,1.0,0.975,0.158,0.95,0.975,0.9375,0.8625,0.012500000000000067,0.012500000000000067,0.012500000000000067,0.012499999999999956,-0.11249999999999993,-0.07499999999999996,90,-0.004999999999999949,6.591949208711867e-17,6.591949208711867e-17
BTK,86,76,10,659,0.9328947368421052,0.988157894736842,0.9552631578947368,0.9368421052631578,0.988157894736842,0.61,0.9960526315789474,0.08,0.9947368421052633,0.2,0.9539473684210528,0.39,0.9763157894736842,0.55,0.0552631578947367,0.0,0.0078947368421052,0.0065789473684211,0.0210526315789474,0.0065789473684211,-0.0013157894736841,0.2,0.0065789473684211,-0.0513157894736843,8.837209302325581,86,76,10,bayes,0.324,0.9947368421052633,1.0,0.9881578947368421,0.796,0.9763157894736842,0.9881578947368421,0.9552631578947368,0.9368421052631578,0.006578947368421129,0.006578947368421129,0.006578947368421129,0.021052631578947434,-0.051315789473684315,-0.018421052631579005,90,0.124,2.862293735361732e-17,2.862293735361732e-17
C1R,23,12,11,705,0.9848484848484848,0.9848484848484848,0.9848484848484848,0.9924242424242424,0.9924242424242424,0.13,0.9924242424242424,0.67,1.0,0.29,1.0,0.29,0.9924242424242424,0.75,1.1102230246251563e-16,0.0075757575757575,0.0075757575757575,0.0151515151515151,0.0075757575757576,0.0075757575757575,0.0075757575757575,0.29,0.0075757575757575,0.0075757575757575,5.739130434782608,23,12,11,bayes,0.5,1.0,0.5,0.9924242424242424,1.0,0.9924242424242424,0.9848484848484849,0.9848484848484848,0.9924242424242424,0.015151515151515138,0.007575757575757569,0.015151515151515138,0.00757575757575768,0.007575757575757569,0.00757575757575768,90,0.21000000000000002,3.8163916471489756e-17,6.938893903907228e-17
CAMK2B,62,5,57,666,0.7859649122807018,0.8842105263157894,0.912280701754386,0.8877192982456141,0.8842105263157894,0.98,0.9859649122807016,0.5700000000000001,0.905263157894737,0.59,0.8982456140350876,0.87,1.0,0.37,0.0982456140350876,0.0,0.1017543859649122,0.0210526315789475,0.087719298245614,0.0210526315789475,-0.0807017543859647,0.59,0.0210526315789475,0.0035087719298246,4.596774193548387,62,5,57,bayes,0.607,0.905263157894737,1.0,0.8842105263157894,0.378,1.0,0.8842105263157894,0.9122807017543859,0.8877192982456141,0.021052631578947545,0.021052631578947545,0.021052631578947545,0.08771929824561409,0.0035087719298246833,-0.024561403508771784,90,0.017000000000000015,4.5102810375396984e-17,4.5102810375396984e-17
CASK,45,27,18,926,0.7119341563786009,0.7345679012345679,0.691358024691358,0.6193415637860082,0.757201646090535,0.63,0.7572016460905351,0.07,0.7407407407407407,0.03,0.7119341563786009,0.0,0.7078189300411523,0.27,0.022633744855967,0.022633744855967,0.0226337448559671,0.0061728395061727,0.0164609053497942,-0.0164609053497942,-0.0164609053497943,0.03,-0.0164609053497942,-0.1152263374485597,10.8,45,27,18,bayes,0.036000000000000004,0.7407407407407407,0.631,0.757201646090535,0.279,0.7078189300411523,0.7345679012345679,0.691358024691358,0.6193415637860082,0.006172839506172756,-0.016460905349794275,0.006172839506172756,0.016460905349794275,-0.1152263374485597,-0.07201646090534974,90,0.006000000000000005,5.551115123125783e-17,-7.632783294297951e-17
CBL,18,8,10,906,0.975,0.9375,0.9875,0.8875,0.975,0.0,0.9875,0.6900000000000001,0.9625,0.19,0.975,0.0,0.9875,0.0,-0.0375,0.0375,0.05,0.0249999999999999,0.0,-0.0125000000000001,-0.0250000000000001,0.19,-0.0125000000000001,-0.05,4.444444444444445,18,8,10,bayes,0.5,0.9624999999999999,0.0,0.9750000000000001,0.0,0.9875,0.9375,0.9875,0.8875,0.02499999999999991,-0.012500000000000178,0.02499999999999991,0.0,-0.050000000000000044,-0.10000000000000009,90,0.31,1.0408340855860843e-17,-7.806255641895632e-17
CCN6,15,10,5,354,0.8,0.78,1.0,0.98,0.8,0.0,1.0,0.76,1.0,0.41,1.0,0.85,1.0,0.0,-0.02,0.02,0.2199999999999999,0.2199999999999999,0.0,0.1999999999999999,0.0,0.41,0.1999999999999999,0.2,3.333333333333333,15,10,5,bayes,0.5,1.0,0.0,0.8,0.0,1.0,0.78,1.0,0.9800000000000001,0.21999999999999997,0.19999999999999996,0.21999999999999997,0.0,0.20000000000000007,-0.019999999999999907,90,0.09000000000000002,8.326672684688674e-17,5.551115123125783e-17
CD40LG,37,26,11,261,0.958041958041958,0.972027972027972,0.9895104895104896,0.7552447552447553,0.9825174825174824,0.74,0.9895104895104896,0.6,0.972027972027972,0.0,0.958041958041958,0.0,0.9895104895104896,0.0,0.0139860139860139,0.0104895104895105,0.0174825174825175,0.0,0.0,-0.0104895104895105,-0.0174825174825175,0.0,-0.0104895104895105,-0.2167832167832166,7.72972972972973,37,26,11,bayes,0.0,0.972027972027972,0.737,0.9825174825174825,0.0,0.9895104895104895,0.972027972027972,0.9895104895104895,0.7552447552447553,0.0,-0.010489510489510523,0.0,0.0,-0.21678321678321666,-0.23426573426573416,90,0.0,0.0,-2.2551405187698492e-17
CDH1,106,17,89,882,0.8486450760079313,0.9015201586252478,0.6457369464639788,0.8790482485128883,0.907468605419696,0.86,0.9015201586252478,0.0,0.9173826834104428,0.5,0.9054857898215466,0.71,0.8889623265036352,0.9,0.0528750826173165,0.0059484467944481,0.0,0.015862524785195,0.2432253800396563,0.0099140779907468,0.015862524785195,0.5,0.0099140779907468,-0.0224719101123594,14.273584905660377,106,17,89,bayes,0.5,0.9173826834104428,0.863,0.9068076668869796,0.903,0.8889623265036352,0.9015201586252478,0.6457369464639788,0.8790482485128883,0.01586252478519501,0.010575016523463265,0.01586252478519501,0.24322538003965632,-0.022471910112359494,0.23331130204890949,90,0.0,1.0408340855860843e-17,0.0006609385327164662
CDKL5,166,104,62,960,0.982940446650124,0.9919354838709676,0.99348635235732,0.9519230769230768,0.9919354838709676,0.96,0.9981389578163772,0.38,0.992710918114144,0.08,0.9868176178660047,0.24,0.9958126550868488,0.35,0.0089950372208438,0.0,0.0062034739454093,0.0007754342431761,0.0023263027295286,0.0007754342431761,-0.0054280397022331,0.08,0.0007754342431761,-0.0400124069478908,38.8433734939759,166,104,62,bayes,0.244,0.9925558312655087,1.0,0.9919354838709677,0.29,0.9956575682382134,0.9919354838709677,0.9934863523573201,0.9519230769230769,0.0006203473945409765,0.0006203473945409765,0.0006203473945409765,0.002171215880893307,-0.04001240694789088,-0.04156327543424321,90,0.16399999999999998,-0.00015508684863512346,-0.00015508684863512346
CDKN2A,26,21,5,156,0.8666666666666667,0.8666666666666666,1.0,0.8095238095238095,0.8761904761904762,0.74,1.0,0.65,0.8666666666666666,0.0,0.8761904761904762,0.22,1.0,0.0,-1.1102230246251563e-16,0.0095238095238096,0.1333333333333334,0.0,0.0,-0.0095238095238096,-0.1333333333333334,0.0,-0.0095238095238096,-0.057142857142857,4.038461538461538,26,21,5,bayes,0.0,0.8666666666666666,0.767,0.8761904761904762,0.0,1.0,0.8666666666666666,1.0,0.8095238095238095,0.0,-0.009523809523809601,0.0,0.0,-0.05714285714285705,-0.19047619047619047,90,0.0,0.0,-1.734723475976807e-18
CERT1,13,6,7,624,0.8095238095238095,0.9761904761904764,1.0,0.9523809523809524,0.9761904761904764,0.42,1.0,0.9,1.0,0.25,0.9523809523809524,0.94,1.0,0.0,0.1666666666666667,0.0,0.0238095238095237,0.0238095238095237,0.0,0.0238095238095237,0.0,0.25,0.0238095238095237,-0.0238095238095239,3.230769230769231,13,6,7,bayes,0.5,1.0,1.0,0.9761904761904763,0.0,1.0,0.9761904761904763,1.0,0.9523809523809523,0.023809523809523725,0.023809523809523725,0.023809523809523725,0.0,-0.023809523809523947,-0.04761904761904767,90,0.25,2.42861286636753e-17,2.42861286636753e-17
CFI,19,5,14,583,0.9714285714285716,0.9714285714285716,1.0,0.8857142857142857,0.9714285714285716,0.0,1.0,0.55,0.9714285714285716,0.0,0.9714285714285716,0.0,1.0,0.0,0.0,0.0,0.0285714285714284,0.0,0.0,0.0,-0.0285714285714284,0.0,0.0,-0.0857142857142858,3.684210526315789,19,5,14,bayes,0.0,0.9714285714285715,0.0,0.9714285714285715,0.0,1.0,0.9714285714285715,1.0,0.8857142857142857,0.0,0.0,0.0,0.0,-0.08571428571428585,-0.11428571428571432,90,0.0,0.0,0.0
CHAT,33,17,16,748,0.9852941176470588,0.9926470588235294,0.9963235294117648,0.9227941176470588,0.9926470588235294,0.48,1.0,0.04,1.0,0.05,0.9926470588235294,0.11,1.0,0.27,0.0073529411764705,0.0,0.0073529411764705,0.0073529411764705,0.0036764705882352,0.0073529411764705,0.0,0.05,0.0073529411764705,-0.0698529411764705,8.242424242424242,33,17,16,bayes,0.439,1.0,1.0,0.9926470588235294,0.5,1.0,0.9926470588235294,0.9963235294117647,0.9227941176470589,0.007352941176470562,0.007352941176470562,0.007352941176470562,0.003676470588235281,-0.06985294117647056,-0.07352941176470584,90,0.389,6.245004513516506e-17,6.245004513516506e-17
CHEK2,10,5,5,543,1.0,1.0,1.0,0.92,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0799999999999999,2.5,10,5,5,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.92,0.0,0.0,0.0,0.0,-0.07999999999999996,-0.07999999999999996,90,0.0,0.0,0.0
CHM,32,6,26,653,0.8461538461538461,0.9423076923076924,0.9038461538461536,0.8141025641025641,0.9423076923076924,0.96,0.9423076923076924,0.0,0.9423076923076924,0.0,0.8782051282051282,0.59,0.9166666666666669,0.51,0.0961538461538461,0.0,0.0,0.0,0.0128205128205129,0.0,0.0,0.0,0.0,-0.1282051282051282,4.875,32,6,26,bayes,0.0,0.9423076923076923,1.0,0.9423076923076923,0.558,0.9166666666666667,0.9423076923076923,0.9038461538461537,0.8141025641025641,0.0,0.0,0.0,0.012820512820512997,-0.1282051282051282,-0.08974358974358965,90,0.0,0.0,0.0
CHRNE,32,25,7,493,0.9542857142857142,0.9314285714285716,0.9542857142857142,0.8857142857142856,0.9942857142857144,0.41,0.96,0.39,0.9771428571428572,0.71,0.9771428571428572,0.42,0.9771428571428572,0.5,-0.0228571428571426,0.0628571428571428,0.0285714285714285,0.0457142857142855,0.0228571428571429,-0.0171428571428572,0.017142857142857,0.71,-0.0171428571428572,-0.0457142857142859,5.46875,32,25,7,bayes,0.723,0.9771428571428571,0.433,0.9942857142857143,0.5,0.9771428571428571,0.9314285714285715,0.9542857142857142,0.8857142857142856,0.045714285714285596,-0.017142857142857237,0.045714285714285596,0.02285714285714291,-0.04571428571428593,-0.06857142857142862,90,0.013000000000000012,9.71445146547012e-17,-3.8163916471489756e-17
CHST3,20,13,7,479,1.0,1.0,0.989010989010989,0.934065934065934,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0109890109890109,0.0,0.0,0.0,0.0,-0.0659340659340659,4.55,20,13,7,bayes,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.989010989010989,0.9340659340659341,0.0,0.0,0.0,0.01098901098901095,-0.06593406593406592,-0.05494505494505497,90,0.0,0.0,0.0
CLCN1,84,75,9,988,0.8637037037037038,0.9214814814814816,0.9466666666666668,0.9037037037037036,0.9259259259259258,0.6,0.9511111111111112,0.67,0.9392592592592592,0.26,0.908148148148148,0.72,0.9570370370370372,0.28,0.0577777777777777,0.0044444444444443,0.0296296296296296,0.0177777777777777,0.0103703703703704,0.0133333333333334,-0.0118518518518518,0.26,0.0133333333333334,-0.0177777777777777,8.035714285714286,84,75,9,bayes,0.278,0.9392592592592592,0.601,0.9259259259259258,0.28500000000000003,0.9570370370370371,0.9214814814814815,0.9466666666666667,0.9037037037037037,0.01777777777777778,0.01333333333333342,0.01777777777777778,0.010370370370370474,-0.01777777777777778,-0.04296296296296298,90,0.018000000000000016,7.979727989493313e-17,1.9081958235744878e-17
CLCN4,39,23,16,760,0.7961956521739131,0.8858695652173912,0.8315217391304348,0.7717391304347826,0.8858695652173912,1.0,0.8940217391304348,0.12,0.8858695652173912,0.0,0.8016304347826086,0.03,0.8396739130434783,0.37,0.0896739130434781,0.0,0.0081521739130435,0.0,0.0081521739130434,0.0,-0.0081521739130435,0.0,0.0,-0.1141304347826086,9.435897435897436,39,23,16,bayes,0.005,0.8858695652173914,1.0,0.8858695652173912,0.375,0.8396739130434783,0.8858695652173912,0.8315217391304348,0.7717391304347826,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.008152173913043459,-0.11413043478260865,-0.05978260869565222,90,0.005,1.1102230246251565e-16,1.1102230246251565e-16
CLCN5,17,11,6,816,0.9696969696969696,0.9696969696969696,1.0,0.9696969696969696,0.9696969696969696,0.0,1.0,0.37,1.0,0.5,0.9848484848484848,0.1,1.0,0.0,0.0,0.0,0.0303030303030302,0.0303030303030302,0.0,0.0303030303030302,0.0,0.5,0.0303030303030302,0.0,3.882352941176471,17,11,6,bayes,0.5,1.0,0.0,0.9696969696969697,0.0,1.0,0.9696969696969697,1.0,0.9696969696969697,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.0,0.0,-0.030303030303030276,90,0.0,7.632783294297951e-17,7.632783294297951e-17
CLCN7,50,31,19,805,0.8930390492359932,0.9185059422750425,0.9252971137521224,0.8777589134125637,0.932088285229202,0.56,0.9303904923599322,0.33,0.9439728353140916,0.46,0.9100169779286928,0.5700000000000001,0.9422750424448216,0.55,0.0254668930390492,0.0135823429541596,0.0118845500848897,0.0254668930390492,0.0169779286926994,0.0118845500848896,0.0135823429541594,0.46,0.0118845500848896,-0.0407470288624787,11.78,50,31,19,bayes,0.442,0.9422750424448216,0.578,0.9320882852292021,0.549,0.9422750424448217,0.9185059422750425,0.9252971137521223,0.8777589134125637,0.023769100169779178,0.010186757215619568,0.023769100169779178,0.01697792869269943,-0.04074702886247872,-0.04753820033955858,90,-0.018000000000000016,-0.0016977928692700206,-0.001697792869270031
CLCNKB,36,15,21,687,0.9714285714285714,0.9873015873015872,0.9714285714285714,0.9111111111111112,0.9968253968253968,0.58,0.9936507936507936,0.29,0.9936507936507936,0.12,0.9746031746031748,0.13,0.9873015873015872,0.19,0.0158730158730159,0.0095238095238094,0.0063492063492063,0.0063492063492063,0.0158730158730159,-0.0031746031746031,0.0,0.12,-0.0031746031746031,-0.0761904761904762,8.75,36,15,21,bayes,0.209,0.9936507936507937,0.606,0.9968253968253968,0.221,0.9873015873015873,0.9873015873015873,0.9714285714285714,0.9111111111111111,0.006349206349206327,-0.0031746031746031633,0.006349206349206327,0.015873015873015928,-0.07619047619047625,-0.060317460317460325,90,0.089,2.688821387764051e-17,-6.331740687315346e-17
CNGA1,12,5,7,686,0.8,1.0,1.0,0.8571428571428572,1.0,0.64,1.0,0.0,1.0,0.0,0.8571428571428572,0.31,1.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1428571428571428,2.9166666666666665,12,5,7,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8571428571428572,0.0,0.0,0.0,0.0,-0.1428571428571428,-0.1428571428571428,90,0.0,0.0,0.0
CNGA3,93,83,10,694,0.8975903614457832,0.9493975903614458,0.9602409638554216,0.9313253012048192,0.9566265060240964,0.62,0.9759036144578314,0.28,0.972289156626506,0.44,0.9409638554216868,0.76,0.9710843373493976,0.33,0.0518072289156625,0.0072289156626506,0.0265060240963855,0.0228915662650602,0.0108433734939759,0.0156626506024096,-0.0036144578313253,0.44,0.0156626506024096,-0.0180722891566265,8.924731182795698,93,83,10,bayes,0.433,0.9722891566265061,0.634,0.9566265060240964,0.337,0.9710843373493976,0.9493975903614458,0.9602409638554217,0.9313253012048193,0.02289156626506028,0.015662650602409678,0.02289156626506028,0.010843373493975905,-0.01807228915662651,-0.028915662650602414,90,-0.007000000000000006,7.979727989493313e-17,7.632783294297951e-17
CNGB3,27,7,20,809,0.8714285714285714,0.8714285714285713,0.8285714285714286,0.8642857142857143,0.8785714285714284,0.6,0.8714285714285713,0.0,0.9,0.73,0.9071428571428573,0.74,0.8785714285714286,0.79,-1.1102230246251563e-16,0.0071428571428571,0.0,0.0285714285714286,0.0499999999999999,0.0214285714285715,0.0285714285714286,0.73,0.0214285714285715,-0.007142857142857,5.185185185185185,27,7,20,bayes,0.745,0.9,0.676,0.8785714285714284,0.79,0.8785714285714286,0.8714285714285713,0.8285714285714286,0.8642857142857143,0.028571428571428692,0.021428571428571574,0.028571428571428692,0.04999999999999993,-0.0071428571428570065,0.0357142857142857,90,0.015000000000000013,9.367506770274758e-17,7.28583859910259e-17
CNNM2,16,8,8,875,0.828125,0.96875,0.90625,0.765625,0.96875,0.88,0.96875,0.0,0.96875,0.0,0.859375,0.5700000000000001,0.90625,0.0,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.203125,4.0,16,8,8,bayes,0.0,0.96875,1.0,0.96875,0.0,0.90625,0.96875,0.90625,0.765625,0.0,0.0,0.0,0.0,-0.203125,-0.140625,90,0.0,0.0,0.0
CNOT3,16,8,8,753,0.421875,0.78125,0.984375,0.90625,0.78125,0.78,0.984375,0.86,0.90625,0.93,0.90625,0.8200000000000001,1.0,0.24,0.359375,0.0,0.203125,0.125,0.015625,0.125,-0.078125,0.93,0.125,0.125,4.0,16,8,8,bayes,1.0,0.90625,1.0,0.78125,0.251,1.0,0.78125,0.984375,0.90625,0.125,0.125,0.125,0.015625,0.125,-0.078125,90,0.06999999999999995,0.0,0.0
