gene,n,n_pathogenic,n_benign,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals
TRPC6,18,10,8,bayes,0.112,0.8,1.0,0.7875,0.0,0.8125,0.7875,0.8125,0.275,0.012500000000000067,0.012500000000000067,0.012500000000000067,0.0,-0.5125,-0.5375,90
TRPV3,26,7,19,bayes,0.5,1.0,0.753,0.9849624060150376,0.5,1.0,0.9699248120300752,0.9924812030075189,0.9849624060150377,0.03007518796992481,0.015037593984962405,0.03007518796992481,0.007518796992481147,0.015037593984962516,-0.007518796992481147,90
TRPV4,50,41,9,bayes,0.08700000000000001,0.4742547425474255,0.847,0.4742547425474255,0.0,0.7154471544715446,0.46883468834688347,0.7154471544715446,0.45799457994579945,0.005420054200542035,0.0,0.005420054200542035,0.0,-0.010840108401084014,-0.25745257452574516,90
TRPV6,17,7,10,bayes,0.0,0.8571428571428571,1.0,0.8571428571428571,0.0,0.9,0.8571428571428571,0.9,0.5571428571428572,0.0,0.0,0.0,0.0,-0.29999999999999993,-0.34285714285714286,90
TSEN54,21,6,15,bayes,0.246,0.9111111111111112,0.782,0.9222222222222223,0.0,0.8555555555555556,0.9,0.8555555555555556,0.6222222222222222,0.011111111111111183,-0.011111111111111072,0.011111111111111183,0.0,-0.2777777777777778,-0.2333333333333334,90
TSHR,27,21,6,bayes,0.225,0.7619047619047619,0.0,0.8015873015873016,0.0,0.8333333333333333,0.753968253968254,0.8333333333333333,0.6428571428571429,0.007936507936507908,-0.039682539682539764,0.007936507936507908,0.0,-0.11111111111111105,-0.19047619047619035,90
TUBB2A,34,25,9,bayes,0.884,0.6844444444444444,0.969,0.6044444444444445,0.41100000000000003,0.7466666666666667,0.6000000000000001,0.68,0.6711111111111111,0.08444444444444432,0.07999999999999996,0.08444444444444432,0.06666666666666665,0.07111111111111101,-0.008888888888888946,90
TULP1,29,23,6,bayes,0.0,0.9782608695652174,1.0,0.9782608695652174,0.20700000000000002,0.9927536231884058,0.9782608695652174,0.9855072463768116,0.6594202898550725,0.0,0.0,0.0,0.007246376811594124,-0.3188405797101449,-0.32608695652173914,90
TYMP,23,17,6,bayes,0.0,0.9607843137254902,0.72,0.9803921568627451,0.6,0.8725490196078431,0.9607843137254902,0.8431372549019609,0.8137254901960784,0.0,-0.019607843137254832,0.0,0.02941176470588225,-0.1470588235294118,-0.02941176470588247,90
TYRP1,13,8,5,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,-0.09999999999999998,-0.09999999999999998,90
UBE3A,36,29,7,bayes,0.589,0.9753694581280788,1.0,0.9507389162561577,0.632,0.9556650246305418,0.9507389162561577,0.9211822660098521,0.8866995073891626,0.024630541871921152,0.024630541871921152,0.024630541871921152,0.034482758620689724,-0.0640394088669951,-0.0344827586206895,90
UBQLN2,11,5,6,bayes,0.0,0.6333333333333333,1.0,0.6333333333333333,1.0,0.6333333333333333,0.6333333333333333,0.43333333333333335,0.6333333333333333,0.0,0.0,0.0,0.19999999999999996,0.0,0.19999999999999996,90
UMOD,63,53,10,bayes,0.154,0.9830188679245282,0.979,0.9830188679245282,0.355,0.8981132075471697,0.9811320754716981,0.8867924528301887,0.720754716981132,0.0018867924528300772,0.0,0.0018867924528300772,0.011320754716981019,-0.2603773584905661,-0.16603773584905668,90
UROS,14,8,6,bayes,0.67,0.9166666666666667,0.76,0.8333333333333334,0.913,0.9375,0.8125,0.8333333333333333,0.875,0.10416666666666674,0.08333333333333337,0.10416666666666674,0.10416666666666674,0.0625,0.04166666666666674,90
VHL,123,114,9,bayes,0.0,0.8908382066276803,1.0,0.8908382066276803,0.0,0.5886939571150098,0.8908382066276803,0.5886939571150098,0.22904483430799216,0.0,0.0,0.0,0.0,-0.6617933723196882,-0.35964912280701766,90
VPS4A,11,5,6,bayes,0.0,1.0,0.0,1.0,0.0,0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0,0.0,-0.033333333333333326,0.0,90
WARS2,14,8,6,bayes,0.0,0.8541666666666667,0.663,0.8958333333333334,0.0,0.8958333333333334,0.8541666666666667,0.8958333333333334,0.8333333333333333,0.0,-0.04166666666666663,0.0,0.0,-0.02083333333333348,-0.06250000000000011,90
WAS,49,29,20,bayes,0.0,0.9534482758620689,0.41300000000000003,0.9603448275862069,0.0,0.9689655172413792,0.9534482758620689,0.9689655172413792,0.5948275862068966,0.0,-0.006896551724137945,0.0,0.0,-0.35862068965517235,-0.3741379310344827,90
WDR26,16,9,7,bayes,0.6890000000000001,0.9365079365079365,0.5,0.9206349206349206,0.754,0.9206349206349207,0.9047619047619047,0.8571428571428571,0.8888888888888888,0.031746031746031855,0.015873015873015928,0.031746031746031855,0.0634920634920636,-0.015873015873015817,0.031746031746031744,90
WDR37,15,5,10,bayes,0.34400000000000003,0.8200000000000001,0.8240000000000001,0.78,0.754,0.8200000000000001,0.7600000000000001,0.7200000000000001,0.74,0.05999999999999994,0.040000000000000036,0.05999999999999994,0.09999999999999998,-0.02000000000000013,0.019999999999999907,90
WDR45,38,16,22,bayes,1.0,0.9119318181818182,0.647,0.8948863636363636,0.5,0.9318181818181819,0.8892045454545455,0.8607954545454546,0.9119318181818182,0.022727272727272707,0.017045454545454586,0.022727272727272707,0.07102272727272729,0.022727272727272707,0.051136363636363646,90
WFS1,62,48,14,bayes,0.19,0.9032738095238095,0.68,0.9047619047619049,0.306,0.9211309523809524,0.8973214285714287,0.9092261904761905,0.44345238095238093,0.00595238095238082,-0.0014880952380953438,0.00595238095238082,0.011904761904761973,-0.4538690476190478,-0.46577380952380953,90
WNT10A,25,16,9,bayes,0.5,0.9513888888888888,0.341,0.9444444444444444,0.5,0.9791666666666667,0.9236111111111112,0.9166666666666667,0.9305555555555557,0.02777777777777768,0.00694444444444442,0.02777777777777768,0.0625,0.006944444444444531,0.01388888888888895,90
WWOX,22,8,14,bayes,0.66,0.7589285714285714,0.0,0.7767857142857143,0.58,0.8303571428571428,0.7232142857142857,0.8035714285714286,0.7321428571428572,0.0357142857142857,-0.017857142857142905,0.0357142857142857,0.02678571428571419,0.008928571428571508,-0.0714285714285714,90
XPC,16,5,11,bayes,0.0,1.0,1.0,1.0,1.0,0.9636363636363636,1.0,0.8181818181818182,0.9636363636363636,0.0,0.0,0.0,0.1454545454545454,-0.036363636363636376,0.1454545454545454,90
YARS1,13,5,8,bayes,1.0,1.0,0.0,1.0,0.0,1.0,0.95,1.0,1.0,0.050000000000000044,0.0,0.050000000000000044,0.0,0.050000000000000044,0.0,90
ZBTB18,38,20,18,bayes,0.0,0.9694444444444444,1.0,0.9694444444444444,0.0,0.986111111111111,0.9694444444444444,0.986111111111111,0.8833333333333333,0.0,0.0,0.0,0.0,-0.08611111111111114,-0.10277777777777775,90
ZBTB20,54,35,19,bayes,0.056,0.9864661654135338,1.0,0.9849624060150377,0.0,0.9954887218045112,0.9849624060150377,0.9954887218045112,0.9082706766917293,0.0015037593984961184,0.0015037593984961184,0.0015037593984961184,0.0,-0.07669172932330837,-0.08721804511278186,90
ZMYND11,24,10,14,bayes,0.5,0.9785714285714286,0.555,0.9571428571428572,0.8210000000000001,0.9142857142857143,0.9285714285714286,0.7214285714285713,0.8571428571428572,0.050000000000000044,0.021428571428571463,0.050000000000000044,0.19285714285714295,-0.0714285714285714,0.1357142857142859,90
ZNRF3,13,8,5,bayes,0.5,0.9750000000000001,1.0,0.95,0.0,1.0,0.95,1.0,0.9,0.025000000000000133,0.025000000000000133,0.025000000000000133,0.0,-0.04999999999999993,-0.09999999999999998,90
